folder,epoch,filename,vehicle_id,distance,pitch,yaw,baseline_conf,baseline_detected,patched_conf,patched_detected,conf_drop,evasion_success
noise_checkpoints,0,05392.png,vehicle.audi.tt,7.0,30.0,0.0,0.732212,1,0.459863,1,0.272349,0
noise_checkpoints,0,21578.png,vehicle.nissan.patrol,7.0,30.0,300.0,0.857574,1,0.844022,1,0.013552,0
noise_checkpoints,0,22116.png,vehicle.nissan.patrol,7.0,30.0,300.0,0.867197,1,0.870211,1,-0.003014,0
noise_checkpoints,0,00757.png,vehicle.tesla.model3,5.0,30.0,30.0,0.724755,1,0.389876,1,0.334879,0
noise_checkpoints,0,08364.png,vehicle.audi.tt,5.0,30.0,210.0,0.739283,1,0.428422,1,0.310861,0
noise_checkpoints,0,06426.png,vehicle.audi.tt,5.0,30.0,30.0,0.791653,1,0.182448,0,0.609205,1
noise_checkpoints,0,23813.png,vehicle.nissan.patrol,7.0,30.0,180.0,0.778804,1,0.736945,1,0.041859,0
noise_checkpoints,0,12031.png,vehicle.toyota.prius,7.0,30.0,270.0,0.916303,1,0.915093,1,0.00121,0
noise_checkpoints,0,21856.png,vehicle.nissan.patrol,5.0,30.0,60.0,0.860816,1,0.626205,1,0.234611,0
noise_checkpoints,0,16528.png,vehicle.seat.leon,7.0,30.0,150.0,0.519928,1,0.624685,1,-0.104757,0
noise_checkpoints,0,06539.png,vehicle.audi.tt,5.0,30.0,210.0,0.877839,1,0.585741,1,0.292098,0
noise_checkpoints,0,09664.png,vehicle.toyota.prius,7.0,30.0,300.0,0.915289,1,0.865981,1,0.049308,0
noise_checkpoints,0,13861.png,vehicle.toyota.prius,7.0,30.0,240.0,0.944526,1,0.87788,1,0.066646,0
noise_checkpoints,0,16426.png,vehicle.seat.leon,7.0,30.0,330.0,0.922849,1,0.892975,1,0.029874,0
noise_checkpoints,0,20784.png,vehicle.nissan.patrol,5.0,30.0,30.0,0.399083,1,0.384874,1,0.014209,0
noise_checkpoints,0,10264.png,vehicle.toyota.prius,5.0,30.0,0.0,0.640836,1,0.457829,1,0.183007,0
noise_checkpoints,0,16063.png,vehicle.seat.leon,5.0,30.0,240.0,0.872101,1,0.678115,1,0.193986,0
noise_checkpoints,0,20821.png,vehicle.nissan.patrol,7.0,30.0,60.0,0.864402,1,0.738943,1,0.125459,0
noise_checkpoints,0,12633.png,vehicle.toyota.prius,5.0,30.0,60.0,0.921784,1,0.65044,1,0.271344,0
noise_checkpoints,0,18003.png,vehicle.seat.leon,5.0,30.0,180.0,0.775461,1,0.278469,1,0.496992,0
noise_checkpoints,0,23395.png,vehicle.nissan.patrol,7.0,30.0,330.0,0.410201,1,0.517739,1,-0.107538,0
noise_checkpoints,0,03525.png,vehicle.tesla.model3,5.0,30.0,120.0,0.843215,1,0.804439,1,0.038776,0
noise_checkpoints,0,01448.png,vehicle.tesla.model3,7.0,30.0,330.0,0.898834,1,0.177041,0,0.721793,1
noise_checkpoints,0,16101.png,vehicle.seat.leon,7.0,30.0,300.0,0.866311,1,0.899494,1,-0.033183,0
noise_checkpoints,0,17031.png,vehicle.seat.leon,5.0,30.0,180.0,0.346131,1,0.131181,0,0.21495,1
noise_checkpoints,0,23457.png,vehicle.nissan.patrol,5.0,30.0,30.0,0.485266,1,0.351722,1,0.133544,0
noise_checkpoints,0,15355.png,vehicle.seat.leon,7.0,30.0,0.0,0.618762,1,0.606926,1,0.011836,0
noise_checkpoints,0,04713.png,vehicle.tesla.model3,5.0,30.0,120.0,0.936058,1,0.912117,1,0.023941,0
noise_checkpoints,0,09313.png,vehicle.audi.tt,5.0,30.0,240.0,0.898423,1,0.195105,0,0.703318,1
noise_checkpoints,0,20395.png,vehicle.nissan.patrol,7.0,30.0,0.0,0.367909,1,0.012345,0,0.355564,1
noise_checkpoints,0,19286.png,vehicle.nissan.patrol,5.0,30.0,150.0,0.627752,1,0.604317,1,0.023435,0
noise_checkpoints,0,15142.png,vehicle.seat.leon,7.0,30.0,90.0,0.928531,1,0.925308,1,0.003223,0
noise_checkpoints,0,02818.png,vehicle.tesla.model3,7.0,30.0,90.0,0.545908,1,0.252644,1,0.293264,0
noise_checkpoints,0,06035.png,vehicle.audi.tt,7.0,30.0,90.0,0.913806,1,0.912957,1,0.000849,0
noise_checkpoints,0,13535.png,vehicle.toyota.prius,7.0,30.0,180.0,0.600286,1,0.641158,1,-0.040872,0
noise_checkpoints,0,22437.png,vehicle.nissan.patrol,7.0,30.0,210.0,0.802637,1,0.840471,1,-0.037834,0
noise_checkpoints,0,01119.png,vehicle.tesla.model3,7.0,30.0,120.0,0.924988,1,0.676328,1,0.24866,0
noise_checkpoints,0,22501.png,vehicle.nissan.patrol,5.0,30.0,0.0,0.184108,0,0.161059,0,0.023049,0
noise_checkpoints,0,14685.png,vehicle.seat.leon,5.0,30.0,300.0,0.670034,1,0.51643,1,0.153604,0
noise_checkpoints,0,16279.png,vehicle.seat.leon,5.0,30.0,240.0,0.948522,1,0.660604,1,0.287918,0
noise_checkpoints,0,10410.png,vehicle.toyota.prius,7.0,30.0,60.0,0.918654,1,0.899056,1,0.019598,0
noise_checkpoints,0,18005.png,vehicle.seat.leon,5.0,30.0,240.0,0.93562,1,0.91742,1,0.0182,0
noise_checkpoints,0,08927.png,vehicle.audi.tt,7.0,30.0,330.0,0.904488,1,0.193087,0,0.711401,1
noise_checkpoints,0,13497.png,vehicle.toyota.prius,5.0,30.0,120.0,0.901076,1,0.882864,1,0.018212,0
noise_checkpoints,0,01727.png,vehicle.tesla.model3,5.0,30.0,180.0,0.129148,0,0.124902,0,0.004246,0
noise_checkpoints,0,11666.png,vehicle.toyota.prius,5.0,30.0,120.0,0.83724,1,0.694672,1,0.142568,0
noise_checkpoints,0,04426.png,vehicle.tesla.model3,7.0,30.0,150.0,0.540362,1,0.415296,1,0.125066,0
noise_checkpoints,0,21357.png,vehicle.nissan.patrol,7.0,30.0,150.0,0.596059,1,0.014581,0,0.581478,1
noise_checkpoints,0,17025.png,vehicle.seat.leon,5.0,30.0,0.0,0.8459,1,0.691316,1,0.154584,0
noise_checkpoints,0,07754.png,vehicle.audi.tt,7.0,30.0,270.0,0.951004,1,0.875667,1,0.075337,0
noise_checkpoints,0,23386.png,vehicle.nissan.patrol,7.0,30.0,60.0,0.772636,1,0.789978,1,-0.017342,0
noise_checkpoints,0,07539.png,vehicle.audi.tt,7.0,30.0,240.0,0.920967,1,0.058398,0,0.862569,1
noise_checkpoints,0,01828.png,vehicle.tesla.model3,5.0,30.0,60.0,0.7891,1,0.049506,0,0.739594,1
noise_checkpoints,0,10093.png,vehicle.toyota.prius,7.0,30.0,270.0,0.920874,1,0.904816,1,0.016058,0
noise_checkpoints,0,11916.png,vehicle.toyota.prius,7.0,30.0,60.0,0.950057,1,0.915432,1,0.034625,0
noise_checkpoints,0,01835.png,vehicle.tesla.model3,5.0,30.0,270.0,0.885541,1,0.807536,1,0.078005,0
noise_checkpoints,0,12311.png,vehicle.toyota.prius,5.0,30.0,30.0,0.360501,1,0.375801,1,-0.0153,0
noise_checkpoints,0,08042.png,vehicle.audi.tt,5.0,30.0,270.0,0.928709,1,0.883352,1,0.045357,0
noise_checkpoints,0,10483.png,vehicle.toyota.prius,5.0,30.0,90.0,0.919755,1,0.920106,1,-0.000351,0
noise_checkpoints,0,17896.png,vehicle.seat.leon,5.0,30.0,210.0,0.915008,1,0.850167,1,0.064841,0
noise_checkpoints,0,08395.png,vehicle.audi.tt,7.0,30.0,60.0,0.926403,1,0.633827,1,0.292576,0
noise_checkpoints,0,21649.png,vehicle.nissan.patrol,5.0,30.0,300.0,0.438853,1,0.424281,1,0.014572,0
noise_checkpoints,0,23501.png,vehicle.nissan.patrol,7.0,30.0,270.0,0.831563,1,0.783561,1,0.048002,0
noise_checkpoints,0,01619.png,vehicle.tesla.model3,5.0,30.0,60.0,0.889041,1,0.82455,1,0.064491,0
noise_checkpoints,0,20076.png,vehicle.nissan.patrol,7.0,30.0,120.0,0.68881,1,0.811633,1,-0.122823,0
noise_checkpoints,0,18892.png,vehicle.seat.leon,7.0,30.0,30.0,0.830047,1,0.77695,1,0.053097,0
noise_checkpoints,0,23350.png,vehicle.nissan.patrol,5.0,30.0,60.0,0.52681,1,0.328854,1,0.197956,0
noise_checkpoints,0,03422.png,vehicle.tesla.model3,5.0,30.0,270.0,0.93962,1,0.932629,1,0.006991,0
noise_checkpoints,0,19175.png,vehicle.seat.leon,5.0,30.0,0.0,0.822121,1,0.598404,1,0.223717,0
noise_checkpoints,0,19399.png,vehicle.nissan.patrol,5.0,30.0,300.0,0.612872,1,0.537727,1,0.075145,0
noise_checkpoints,0,22856.png,vehicle.nissan.patrol,7.0,30.0,300.0,0.843892,1,0.838301,1,0.005591,0
noise_checkpoints,0,04534.png,vehicle.tesla.model3,7.0,30.0,150.0,0.742846,1,0.613754,1,0.129092,0
noise_checkpoints,0,06356.png,vehicle.audi.tt,7.0,30.0,90.0,0.934153,1,0.345257,1,0.588896,0
noise_checkpoints,0,11919.png,vehicle.toyota.prius,7.0,30.0,150.0,0.905394,1,0.850861,1,0.054533,0
noise_checkpoints,0,07221.png,vehicle.audi.tt,7.0,30.0,330.0,0.940932,1,0.405753,1,0.535179,0
noise_checkpoints,0,08886.png,vehicle.audi.tt,5.0,30.0,180.0,0.926045,1,0.523226,1,0.402819,0
noise_checkpoints,0,20189.png,vehicle.nissan.patrol,7.0,30.0,300.0,0.855513,1,0.891962,1,-0.036449,0
noise_checkpoints,0,19715.png,vehicle.nissan.patrol,5.0,30.0,90.0,0.894361,1,0.562026,1,0.332335,0
noise_checkpoints,0,13647.png,vehicle.toyota.prius,7.0,30.0,300.0,0.94107,1,0.87086,1,0.07021,0
noise_checkpoints,0,00904.png,vehicle.tesla.model3,7.0,30.0,120.0,0.688165,1,0.215592,0,0.472573,1
noise_checkpoints,0,11344.png,vehicle.toyota.prius,5.0,30.0,180.0,0.802751,1,0.294341,1,0.50841,0
noise_checkpoints,0,14613.png,vehicle.seat.leon,7.0,30.0,300.0,0.924855,1,0.88589,1,0.038965,0
noise_checkpoints,0,03953.png,vehicle.tesla.model3,5.0,30.0,0.0,0.870252,1,0.219816,0,0.650436,1
noise_checkpoints,0,23597.png,vehicle.nissan.patrol,7.0,30.0,180.0,0.659104,1,0.688587,1,-0.029483,0
noise_checkpoints,0,11491.png,vehicle.toyota.prius,7.0,30.0,270.0,0.940748,1,0.925036,1,0.015712,0
noise_checkpoints,0,18366.png,vehicle.seat.leon,7.0,30.0,270.0,0.918699,1,0.907827,1,0.010872,0
noise_checkpoints,0,16421.png,vehicle.seat.leon,7.0,30.0,180.0,0.727516,1,0.69113,1,0.036386,0
noise_checkpoints,0,06898.png,vehicle.audi.tt,7.0,30.0,210.0,0.748866,1,0.248273,0,0.500593,1
noise_checkpoints,0,05788.png,vehicle.audi.tt,5.0,30.0,210.0,0.798666,1,0.734298,1,0.064368,0
noise_checkpoints,0,21895.png,vehicle.nissan.patrol,7.0,30.0,150.0,0.520591,1,0.549124,1,-0.028533,0
noise_checkpoints,0,00905.png,vehicle.tesla.model3,7.0,30.0,150.0,0.880215,1,0.367976,1,0.512239,0
noise_checkpoints,0,23992.png,vehicle.nissan.patrol,5.0,30.0,150.0,0.600859,1,0.612409,1,-0.01155,0
noise_checkpoints,0,06328.png,vehicle.audi.tt,5.0,30.0,330.0,0.381729,1,0.134849,0,0.24688,1
noise_checkpoints,0,15469.png,vehicle.seat.leon,7.0,30.0,210.0,0.741512,1,0.512551,1,0.228961,0
noise_checkpoints,0,16928.png,vehicle.seat.leon,5.0,30.0,330.0,0.869009,1,0.805961,1,0.063048,0
noise_checkpoints,0,21109.png,vehicle.nissan.patrol,5.0,30.0,270.0,0.900183,1,0.7554,1,0.144783,0
noise_checkpoints,0,00366.png,vehicle.tesla.model3,7.0,30.0,60.0,0.929884,1,0.929504,1,0.00038,0
noise_checkpoints,0,05574.png,vehicle.audi.tt,5.0,30.0,90.0,0.908549,1,0.884517,1,0.024032,0
noise_checkpoints,0,04718.png,vehicle.tesla.model3,5.0,30.0,270.0,0.918774,1,0.851636,1,0.067138,0
noise_checkpoints,0,14572.png,vehicle.seat.leon,5.0,30.0,150.0,0.898446,1,0.775042,1,0.123404,0
noise_checkpoints,0,21434.png,vehicle.nissan.patrol,5.0,30.0,300.0,0.457055,1,0.365667,1,0.091388,0
noise_checkpoints,0,16710.png,vehicle.seat.leon,5.0,30.0,270.0,0.942655,1,0.927615,1,0.01504,0
noise_checkpoints,0,17171.png,vehicle.seat.leon,7.0,30.0,60.0,0.921218,1,0.88163,1,0.039588,0
noise_checkpoints,0,12750.png,vehicle.toyota.prius,5.0,30.0,330.0,0.495097,1,0.293145,1,0.201952,0
noise_checkpoints,0,06750.png,vehicle.audi.tt,5.0,30.0,90.0,0.93571,1,0.935744,1,-3.4e-05,0
noise_checkpoints,0,05252.png,vehicle.audi.tt,5.0,30.0,120.0,0.893904,1,0.652258,1,0.241646,0
noise_checkpoints,0,22286.png,vehicle.nissan.patrol,5.0,30.0,0.0,0.447414,1,0.328584,1,0.11883,0
noise_checkpoints,0,21041.png,vehicle.nissan.patrol,7.0,30.0,300.0,0.672555,1,0.595069,1,0.077486,0
noise_checkpoints,0,05709.png,vehicle.audi.tt,7.0,30.0,0.0,0.888395,1,0.825725,1,0.06267,0
noise_checkpoints,0,08885.png,vehicle.audi.tt,5.0,30.0,150.0,0.57843,1,0.225936,0,0.352494,1
noise_checkpoints,0,17493.png,vehicle.seat.leon,7.0,30.0,0.0,0.640099,1,0.420629,1,0.21947,0
noise_checkpoints,0,17140.png,vehicle.seat.leon,5.0,30.0,210.0,0.564559,1,0.40457,1,0.159989,0
noise_checkpoints,0,23592.png,vehicle.nissan.patrol,7.0,30.0,30.0,0.792024,1,0.373922,1,0.418102,0
noise_checkpoints,0,14927.png,vehicle.seat.leon,7.0,30.0,0.0,0.777625,1,0.611906,1,0.165719,0
noise_checkpoints,0,06464.png,vehicle.audi.tt,7.0,30.0,90.0,0.904677,1,0.878224,1,0.026453,0
noise_checkpoints,0,03029.png,vehicle.tesla.model3,7.0,30.0,210.0,0.73436,1,0.087321,0,0.647039,1
noise_checkpoints,0,14507.png,vehicle.seat.leon,7.0,30.0,270.0,0.903535,1,0.77758,1,0.125955,0
noise_checkpoints,0,11384.png,vehicle.toyota.prius,7.0,30.0,300.0,0.855704,1,0.357048,1,0.498656,0
noise_checkpoints,0,23591.png,vehicle.nissan.patrol,7.0,30.0,0.0,0.365904,1,0.592469,1,-0.226565,0
noise_checkpoints,0,09199.png,vehicle.audi.tt,5.0,30.0,60.0,0.911069,1,0.914969,1,-0.0039,0
noise_checkpoints,0,14792.png,vehicle.seat.leon,5.0,30.0,270.0,0.928662,1,0.892471,1,0.036191,0
noise_checkpoints,0,08990.png,vehicle.audi.tt,5.0,30.0,60.0,0.727544,1,0.64991,1,0.077634,0
noise_checkpoints,0,13421.png,vehicle.toyota.prius,7.0,30.0,0.0,0.6416,1,0.558119,1,0.083481,0
noise_checkpoints,0,17783.png,vehicle.seat.leon,5.0,30.0,60.0,0.935047,1,0.872831,1,0.062216,0
noise_checkpoints,0,22749.png,vehicle.nissan.patrol,7.0,30.0,330.0,0.613212,1,0.533902,1,0.07931,0
noise_checkpoints,0,05367.png,vehicle.audi.tt,5.0,30.0,330.0,0.918814,1,0.25084,1,0.667974,0
noise_checkpoints,0,18687.png,vehicle.seat.leon,7.0,30.0,210.0,0.795063,1,0.461683,1,0.33338,0
noise_checkpoints,0,19282.png,vehicle.nissan.patrol,5.0,30.0,30.0,0.662753,1,0.412507,1,0.250246,0
noise_checkpoints,0,12209.png,vehicle.toyota.prius,5.0,30.0,210.0,0.67275,1,0.198353,0,0.474397,1
noise_checkpoints,0,16631.png,vehicle.seat.leon,7.0,30.0,0.0,0.782182,1,0.535128,1,0.247054,0
noise_checkpoints,0,19394.png,vehicle.nissan.patrol,5.0,30.0,150.0,0.561724,1,0.797506,1,-0.235782,0
noise_checkpoints,0,15222.png,vehicle.seat.leon,5.0,30.0,330.0,0.828405,1,0.054685,0,0.77372,1
noise_checkpoints,0,06362.png,vehicle.audi.tt,7.0,30.0,270.0,0.94109,1,0.19406,0,0.74703,1
noise_checkpoints,0,19973.png,vehicle.nissan.patrol,7.0,30.0,270.0,0.916619,1,0.760714,1,0.155905,0
noise_checkpoints,0,22436.png,vehicle.nissan.patrol,7.0,30.0,180.0,0.448202,1,0.651522,1,-0.20332,0
noise_checkpoints,0,23246.png,vehicle.nissan.patrol,5.0,30.0,150.0,0.754595,1,0.653168,1,0.101427,0
noise_checkpoints,0,01862.png,vehicle.tesla.model3,7.0,30.0,0.0,0.513708,1,0.407354,1,0.106354,0
noise_checkpoints,0,14256.png,vehicle.toyota.prius,5.0,30.0,210.0,0.498376,1,0.247443,0,0.250933,1
noise_checkpoints,0,19648.png,vehicle.nissan.patrol,7.0,30.0,240.0,0.598162,1,0.759398,1,-0.161236,0
noise_checkpoints,0,10310.png,vehicle.toyota.prius,7.0,30.0,300.0,0.950384,1,0.939756,1,0.010628,0
noise_checkpoints,0,22502.png,vehicle.nissan.patrol,5.0,30.0,30.0,0.268081,1,0.571293,1,-0.303212,0
noise_checkpoints,0,20190.png,vehicle.nissan.patrol,7.0,30.0,330.0,0.749808,1,0.616952,1,0.132856,0
noise_checkpoints,0,05395.png,vehicle.audi.tt,7.0,30.0,90.0,0.932944,1,0.628206,1,0.304738,0
noise_checkpoints,0,13209.png,vehicle.toyota.prius,7.0,30.0,120.0,0.946741,1,0.941118,1,0.005623,0
noise_checkpoints,0,16739.png,vehicle.seat.leon,7.0,30.0,60.0,0.915386,1,0.915528,1,-0.000142,0
noise_checkpoints,0,19605.png,vehicle.nissan.patrol,5.0,30.0,30.0,0.522323,1,0.682772,1,-0.160449,0
noise_checkpoints,0,23882.png,vehicle.nissan.patrol,5.0,30.0,90.0,0.896993,1,0.629732,1,0.267261,0
noise_checkpoints,0,15329.png,vehicle.seat.leon,5.0,30.0,300.0,0.922952,1,0.855107,1,0.067845,0
noise_checkpoints,0,08466.png,vehicle.audi.tt,5.0,30.0,240.0,0.938633,1,0.933455,1,0.005178,0
noise_checkpoints,0,03557.png,vehicle.tesla.model3,7.0,30.0,0.0,0.853237,1,0.710339,1,0.142898,0
noise_checkpoints,0,19537.png,vehicle.nissan.patrol,7.0,30.0,150.0,0.645036,1,0.648884,1,-0.003848,0
noise_checkpoints,0,08144.png,vehicle.audi.tt,5.0,30.0,90.0,0.915384,1,0.890235,1,0.025149,0
noise_checkpoints,0,15948.png,vehicle.seat.leon,5.0,30.0,30.0,0.818818,1,0.446405,1,0.372413,0
noise_checkpoints,0,11557.png,vehicle.toyota.prius,5.0,30.0,90.0,0.939986,1,0.806626,1,0.13336,0
noise_checkpoints,0,04931.png,vehicle.audi.tt,5.0,30.0,180.0,0.870861,1,0.328068,1,0.542793,0
noise_checkpoints,0,01759.png,vehicle.tesla.model3,7.0,30.0,60.0,0.91456,1,0.825743,1,0.088817,0
noise_checkpoints,0,16062.png,vehicle.seat.leon,5.0,30.0,210.0,0.794873,1,0.87245,1,-0.077577,0
noise_checkpoints,0,01085.png,vehicle.tesla.model3,5.0,30.0,180.0,0.665184,1,0.266734,1,0.39845,0
noise_checkpoints,0,14257.png,vehicle.toyota.prius,5.0,30.0,240.0,0.885336,1,0.846173,1,0.039163,0
noise_checkpoints,0,21426.png,vehicle.nissan.patrol,5.0,30.0,60.0,0.815224,1,0.503044,1,0.31218,0
noise_checkpoints,0,14894.png,vehicle.seat.leon,5.0,30.0,90.0,0.948655,1,0.929964,1,0.018691,0
noise_checkpoints,0,14896.png,vehicle.seat.leon,5.0,30.0,150.0,0.8658,1,0.867045,1,-0.001245,0
noise_checkpoints,0,22849.png,vehicle.nissan.patrol,7.0,30.0,90.0,0.848424,1,0.833225,1,0.015199,0
noise_checkpoints,0,23998.png,vehicle.nissan.patrol,5.0,30.0,330.0,0.345347,1,0.309139,1,0.036208,0
noise_checkpoints,0,21471.png,vehicle.nissan.patrol,7.0,30.0,330.0,0.577829,1,0.654947,1,-0.077118,0
noise_checkpoints,0,02564.png,vehicle.tesla.model3,5.0,30.0,30.0,0.11414,0,0.009651,0,0.104489,0
noise_checkpoints,0,08570.png,vehicle.audi.tt,5.0,30.0,120.0,0.941166,1,0.769592,1,0.171574,0
noise_checkpoints,0,12352.png,vehicle.toyota.prius,7.0,30.0,180.0,0.61437,1,0.367037,1,0.247333,0
noise_checkpoints,0,15109.png,vehicle.seat.leon,5.0,30.0,180.0,0.747469,1,0.461059,1,0.28641,0
noise_checkpoints,0,12569.png,vehicle.toyota.prius,7.0,30.0,300.0,0.935559,1,0.877333,1,0.058226,0
noise_checkpoints,0,15258.png,vehicle.seat.leon,7.0,30.0,330.0,0.924624,1,0.868595,1,0.056029,0
noise_checkpoints,0,07215.png,vehicle.audi.tt,7.0,30.0,150.0,0.847702,1,0.248752,0,0.59895,1
noise_checkpoints,0,17570.png,vehicle.seat.leon,5.0,30.0,150.0,0.892295,1,0.859496,1,0.032799,0
noise_checkpoints,0,09444.png,vehicle.audi.tt,7.0,30.0,30.0,0.907752,1,0.43146,1,0.476292,0
noise_checkpoints,0,06575.png,vehicle.audi.tt,7.0,30.0,210.0,0.822613,1,0.494529,1,0.328084,0
noise_checkpoints,0,01444.png,vehicle.tesla.model3,7.0,30.0,210.0,0.680547,1,0.118266,0,0.562281,1
noise_checkpoints,0,11015.png,vehicle.toyota.prius,5.0,30.0,30.0,0.709884,1,0.206113,0,0.503771,1
noise_checkpoints,0,11888.png,vehicle.toyota.prius,5.0,30.0,300.0,0.859011,1,0.767403,1,0.091608,0
noise_checkpoints,0,17143.png,vehicle.seat.leon,5.0,30.0,300.0,0.869323,1,0.412851,1,0.456472,0
noise_checkpoints,0,10635.png,vehicle.toyota.prius,7.0,30.0,330.0,0.917467,1,0.710372,1,0.207095,0
